"","wt_nt.1","wt_nt.2","wt_cpr.1","wt_cpr.2","fur_nt.1","fur_nt.2","fur_cpr.1","fur_cpr.2"
"1765584_s_at",10.4483056979316,10.7597727313586,10.469272288901,10.3026292670479,10.8266441859476,10.7304674844759,9.99919250759519,10.357136153846
"1765585_s_at",11.3685317012658,11.3674452325204,11.0637026767432,11.3310890724537,11.8110920308034,11.1203825937786,11.3180150379889,11.3082752134851
"1765586_at",3.87141473744739,4.30235531922826,4.25457299956459,3.39606550716334,3.9852309324907,4.45447688096367,3.37173985839018,3.71319686584833
"1765587_s_at",5.33848414160041,5.15601832677234,5.42725927403697,5.90043306992631,4.99384589435028,4.69523755332821,6.43491199476558,5.45897342932236
"1765588_s_at",12.7612307881589,12.7905690210917,12.3082389623237,12.2126528771506,12.5200767803514,12.7533139062192,12.1617566532086,12.212789274758
"1765589_at",5.44598449366393,5.43271781266466,5.90693632902519,5.7924959452659,5.26223289913099,5.10409044876178,5.61198016516212,5.68642189126047
"1765590_at",5.8000876480229,6.10566707553035,6.37498512980845,6.41834380620528,5.92154615579956,6.07565421130592,7.10372139434845,7.33077785948437
"1765591_s_at",10.827927836706,11.0130963168145,11.3262920149103,11.301015324758,11.1004577015243,11.1301335683066,11.1428858355342,11.1695517291428
"1765592_s_at",4.12676853793325,4.19229539171903,3.92705921516448,4.02837177516505,4.18253589779372,3.96947553404783,4.69558386178384,4.3614612171996
"1765593_at",10.2992044414406,10.4594471113959,9.6073245356005,9.65954442413677,10.3052044533783,10.5671607878862,9.60061582827982,9.54594371158949
"1765594_s_at",12.1921669528726,12.3665337442822,12.197358599883,12.1992149000096,12.2276902048084,12.2103642078355,12.1874771181264,12.3852030552635
"1765595_s_at",13.7247230112403,13.7022309765892,13.5884490280894,13.6412370841937,13.6391342924585,13.6400048486582,13.6159933188791,13.5996965069903
"1765596_at",1.85307196958258,2.17743242057564,2.28461610992974,2.56399151440961,2.00961439294073,1.99698902101245,1.88620528704898,2.12612446166711
"1765597_s_at",10.7066196645394,10.7733021464998,11.1304604602642,10.9657062870176,11.053459362689,10.8372542561151,10.5809377641004,10.8652921140903
"1765598_s_at",9.40392385120367,9.10372249628856,8.82248635170925,8.03548416880511,9.70290215032598,9.30762813849283,6.69169992047354,9.12068168325326
"1765599_s_at",9.56386469803409,10.0546089455302,9.44011138804234,9.55013873721933,9.7611230032076,9.86309649756281,8.19002856594653,8.85046763179039
"1765600_s_at",10.6998866509406,11.0339736046735,10.4471192217371,10.50841070195,10.5339958038235,10.5378497767278,10.0949606093915,10.4032084639471
"1765601_at",5.86236191736199,5.65768361982005,6.13179270172787,6.80010594189592,6.05777749391013,5.85410508119243,6.99879737711973,6.78131874069487
"1765602_s_at",9.60395339629989,9.36445391370421,9.11283528490982,9.24410070158319,9.76574252238474,9.3925232604808,8.86064648124859,9.59233359247515
"1765603_s_at",2.77627229735873,2.39245962799076,3.30704141182189,3.04526066116316,2.82000571021525,2.82762495631676,2.80264118444744,2.83675754612879
"1765604_s_at",9.94645557578492,10.2820936156037,10.0387153684994,9.50693417664275,10.1289027448799,9.90129807639989,9.40665892959353,9.81496946937302
"1765605_s_at",5.1859869049063,5.10799943377447,5.35548940387018,5.58489070244539,4.91432626529918,4.79222019184466,5.3779559106631,5.06386559699631
"1765606_at",9.81687045271164,10.0994091560631,10.5824376034489,10.4815495067503,9.88454609924239,10.0300796641644,9.82096358980846,10.1447826238643
"1765607_at",4.64087887604325,4.23644317160563,4.30691716745782,4.22503369373436,4.60079884749506,4.62540004324076,4.47272842181095,3.86375350698429
"1765608_at",11.1597899235007,11.0526283070717,10.3980864505146,10.2625231576954,10.9835994144353,10.9581784158785,9.76100257926174,10.2210852947229
"1765609_s_at",11.0683516864867,10.9784505408133,11.7876648385452,11.6085807685377,11.0563574378065,10.7303108757729,11.1612704230675,11.5659249316268
"1765610_s_at",10.8018068597178,11.1181933376645,10.8163812091257,11.0139310846507,11.0064456339038,10.7533815538816,11.213937676714,11.1486755965035
"1765611_at",4.70648393727152,4.88019811236804,5.15707983296463,4.82912940419203,4.93126682054405,5.10148100875339,4.66091248352824,4.73198556463713
"1765612_s_at",9.71885873096986,9.69699606938527,9.88294834193052,9.78720505432734,9.87552533185505,9.78155694470479,9.34548984649128,9.69533918364238
"1765613_s_at",10.9580495788728,11.2821454741981,10.9312135040173,11.0646564671985,11.1233567416028,11.5359420684873,11.0318970317815,11.1502327672195
"1765614_x_at",2.57558845069249,3.16639209005586,2.3763703857729,2.48387214703361,2.99498100554796,2.89103311503495,2.54882913175002,2.58627168340919
"1765615_s_at",4.9568297624593,5.06691770913932,5.18878241151252,5.33722968995647,4.96768365100713,4.97821878562699,6.2433771662535,5.1104434187248
"1765616_s_at",10.8450541358686,10.8927148406369,10.2788277741216,10.2886275080111,10.9308968510731,11.1228193704617,10.1399103168682,10.2281665036012
"1765617_s_at",2.0819720848861,2.28437289918346,2.3181640822165,3.21757208395154,2.11921393613271,2.08060776038901,2.15365680124957,2.40858579573966
"1765618_at",4.29897118524745,4.19944191585877,4.4769610997782,4.50082682967132,4.10943000484214,4.19932283433875,4.87398828731413,4.4160776899756
"1765619_s_at",10.6243104824565,10.5393193917869,10.5305088639796,10.5009332723188,10.6245641639153,10.5107379917482,10.4011628308184,10.4935444792729
"1765620_s_at",5.58769836131891,5.60983771783532,6.63398865858415,6.25639477856439,5.46580061860502,5.58893361577673,5.86097808227349,5.92587243118465
"1765621_at",5.24641118150254,5.32410547264284,5.44443992208921,5.58356131972628,5.02920276455832,5.07398366652197,6.63888098858755,6.04748382917294
"1765622_s_at",10.2289544455423,10.2714593815023,10.1209755598651,10.1227798835787,10.3211782856321,10.3854806356752,10.2313847180647,10.2119842436902
"1765623_s_at",9.81123999965445,9.76842564449909,9.15117214958464,7.96542222540186,9.84187451545075,9.71600744732865,6.78995962713626,8.72831037351837
"1765624_at",4.23912907858237,3.70820875315229,3.8458855031536,4.2963598313306,3.77462143960015,3.97726615413923,4.38234940784739,4.07345579441062
